"област","община","населено място","брой население по ПА","брой население по НА"
"БУРГАС","СРЕДЕЦ","С.МОМИНА ЦЪРКВА","173","264"
"БУРГАС","СРЕДЕЦ","С.ЗАГОРЦИ","214","293"
"БУРГАС","СРЕДЕЦ","С.ЗОРНИЦА","257","304"
"БУРГАС","СРЕДЕЦ","С.КИРОВО","8","43"
"БУРГАС","СРЕДЕЦ","С.КУБАДИН","21","67"
"БУРГАС","СРЕДЕЦ","С.МАЛИНА","48","59"
"БУРГАС","СРЕДЕЦ","С.ОРЛИНЦИ","416","404"
"БУРГАС","СРЕДЕЦ","С.ПРОХОД","41","112"
"БУРГАС","СРЕДЕЦ","С.ПЪНЧЕВО","10","51"
"БУРГАС","СРЕДЕЦ","С.РАДОЙНОВО","31","49"
"БУРГАС","СРЕДЕЦ","С.РОСЕНОВО","4","25"
"БУРГАС","СРЕДЕЦ","С.СВЕТЛИНА","110","201"
"БУРГАС","СРЕДЕЦ","С.СИНЬО КАМЕНЕ","8","15"
"БУРГАС","СРЕДЕЦ","С.СЛИВОВО","85","108"
"БУРГАС","СРЕДЕЦ","С.СУХОДОЛ","55","96"
"БУРГАС","СРЕДЕЦ","С.ВЪЛЧАНОВО","14","117"
"БУРГАС","СРЕДЕЦ","С.ТРАКИЙЦИ","1","2"
"БУРГАС","СРЕДЕЦ","С.ФАКИЯ","279","403"
"БУРГАС","КАМЕНО","С.ВИНАРСКО","872","859"
"БУРГАС","КАМЕНО","С.ВРАТИЦА","139","168"
"БУРГАС","КАМЕНО","С.ЖЕЛЯЗОВО","208","145"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","5734","5431"
"БУРГАС","КАМЕНО","С.КРЪСТИНА","916","934"
"БУРГАС","КАМЕНО","С.ЛИВАДА","135","335"
"БУРГАС","КАМЕНО","С.КОНСТАНТИНОВО","230","572"
"БУРГАС","КАМЕНО","С.ПОЛСКИ ИЗВОР","261","615"
"БУРГАС","КАМЕНО","С.РУСОКАСТРО","1043","1128"
"БУРГАС","КАМЕНО","С.СВОБОДА","461","478"
"БУРГАС","КАМЕНО","С.ТРОЯНОВО","1358","1303"
"БУРГАС","КАМЕНО","С.ТРЪСТИКОВО","225","500"
"БУРГАС","КАМЕНО","С.ЧЕРНИ ВРЪХ","559","874"
"БУРГАС","КАРНОБАТ","С.АСПАРУХОВО","78","135"
"БУРГАС","КАРНОБАТ","С.ДЕТЕЛИНА","238","262"
"БУРГАС","КАРНОБАТ","С.ВЕНЕЦ","181","233"
"БУРГАС","КАРНОБАТ","С.ГЛУМЧЕ","52","96"
"БУРГАС","КАРНОБАТ","С.ДЕВЕТАК","109","147"
"БУРГАС","КАРНОБАТ","С.ДЕВЕТИНЦИ","21","38"
"БУРГАС","КАРНОБАТ","С.ДОБРИНОВО","89","83"
"БУРГАС","КАРНОБАТ","С.ДРАГАНЦИ","84","110"
"БУРГАС","КАРНОБАТ","С.ДРАГОВО","360","272"
"БУРГАС","КАРНОБАТ","С.ЕКЗАРХ АНТИМОВО","1119","1054"
"БУРГАС","КАРНОБАТ","С.ЖЕЛЕЗНИК","32","57"
"БУРГАС","КАРНОБАТ","С.ЖИТОСВЯТ","97","92"
"БУРГАС","КАРНОБАТ","С.ЗИМЕН","198","186"
"БУРГАС","КАРНОБАТ","С.ИСКРА","413","383"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","19732","17623"
"БУРГАС","КАРНОБАТ","С.КЛИКАЧ","1017","786"
"БУРГАС","КАРНОБАТ","С.КОЗАРЕ","20","27"
"БУРГАС","КАРНОБАТ","С.КРУМОВО ГРАДИЩЕ","497","505"
"БУРГАС","КАРНОБАТ","С.КРУШОВО","48","95"
"БУРГАС","КАРНОБАТ","С.МЪДРИНО","48","89"
"БУРГАС","КАРНОБАТ","С.НЕВЕСТИНО","442","484"
"БУРГАС","КАРНОБАТ","С.ОГНЕН","91","157"
"БУРГАС","КАРНОБАТ","С.РАКЛИЦА","50","85"
"БУРГАС","КАРНОБАТ","С.САН-СТЕФАНО","45","79"
"БУРГАС","КАРНОБАТ","С.СИГМЕН","119","158"
"БУРГАС","КАРНОБАТ","С.СОКОЛОВО","341","409"
"БУРГАС","КАРНОБАТ","С.СЪРНЕВО","76","133"
"БУРГАС","КАРНОБАТ","С.СМОЛНИК","60","102"
"БУРГАС","КАРНОБАТ","С.ХАДЖИИТЕ","297","273"
"БУРГАС","КАРНОБАТ","С.ЦЕРКОВСКИ","80","146"
"БУРГАС","КАРНОБАТ","С.ЧЕРКОВО","113","135"
"БУРГАС","МАЛКО ТЪРНОВО","С.БЛИЗНАК","19","41"
"БУРГАС","МАЛКО ТЪРНОВО","С.БРЪШЛЯН","17","61"
"БУРГАС","МАЛКО ТЪРНОВО","С.БЯЛА ВОДА","14","42"
"БУРГАС","МАЛКО ТЪРНОВО","С.ВИЗИЦА","6","51"
"БУРГАС","МАЛКО ТЪРНОВО","С.ГРАМАТИКОВО","153","270"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЕВРЕНОЗОВО","9","26"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЗАБЕРНОВО","18","27"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЗВЕЗДЕЦ","386","474"
"БУРГАС","МАЛКО ТЪРНОВО","С.КАЛОВО","6","31"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","2095","1934"
"БУРГАС","МАЛКО ТЪРНОВО","С.МЛАДЕЖКО","5","24"
"БУРГАС","МАЛКО ТЪРНОВО","С.СЛИВАРОВО","3","3"
"БУРГАС","МАЛКО ТЪРНОВО","С.СТОИЛОВО","36","52"
"БУРГАС","ЦАРЕВО","ГР.АХТОПОЛ","1203","1255"
"БУРГАС","ЦАРЕВО","С.БРОДИЛОВО","187","208"
"БУРГАС","ЦАРЕВО","С.БЪЛГАРИ","31","35"
"БУРГАС","ЦАРЕВО","С.ВАРВАРА","236","301"
"БУРГАС","ЦАРЕВО","С.ВЕЛИКА","56","87"
"БУРГАС","ЦАРЕВО","С.ИЗГРЕВ","16","50"
"БУРГАС","ЦАРЕВО","С.КОНДОЛОВО","2","11"
"БУРГАС","ЦАРЕВО","С.КОСТИ","161","168"
"БУРГАС","ЦАРЕВО","С.ЛОЗЕНЕЦ","562","723"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","5978","5937"
"БУРГАС","ЦАРЕВО","С.РЕЗОВО","20","80"
"БУРГАС","ЦАРЕВО","С.СИНЕМОРЕЦ","310","497"
"БУРГАС","ЦАРЕВО","С.ФАЗАНОВО","21","41"
"БУРГАС","НЕСЕБЪР","С.БАНЯ","124","174"
"БУРГАС","НЕСЕБЪР","ГР.СВЕТИ ВЛАС","2963","3516"
"БУРГАС","НЕСЕБЪР","С.ГЮЛЬОВЦА","1072","1142"
"БУРГАС","НЕСЕБЪР","С.ЕМОНА","17","59"
"БУРГАС","НЕСЕБЪР","С.КОЗНИЦА","3","13"
"БУРГАС","НЕСЕБЪР","С.КОШАРИЦА","1143","1269"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","12997","13833"
"БУРГАС","НЕСЕБЪР","ГР.ОБЗОР","2045","2254"
"БУРГАС","НЕСЕБЪР","С.ОРИЗАРЕ","1479","1556"
"БУРГАС","НЕСЕБЪР","С.ПАНИЦОВО","40","103"
"БУРГАС","НЕСЕБЪР","С.ПРИСЕЛЦИ","30","72"
"БУРГАС","НЕСЕБЪР","С.РАВДА","2282","2630"
"БУРГАС","НЕСЕБЪР","С.РАКОВСКОВО","26","71"
"БУРГАС","НЕСЕБЪР","С.ТЪНКОВО","1251","1376"
"БУРГАС","ПОМОРИЕ","С.АЛЕКСАНДРОВО","58","112"
"БУРГАС","ПОМОРИЕ","ГР.АХЕЛОЙ","2121","2100"
"БУРГАС","ПОМОРИЕ","С.БАТА","1234","1302"
"БУРГАС","ПОМОРИЕ","С.ГАБЕРОВО","678","605"
"БУРГАС","ПОМОРИЕ","С.ГОРИЦА","632","742"
"БУРГАС","ПОМОРИЕ","С.ГЪЛЪБЕЦ","1362","1254"
"БУРГАС","ПОМОРИЕ","С.ДЪБНИК","1231","783"
"БУРГАС","ПОМОРИЕ","С.БЕЛОДОЛ","486","460"
"БУРГАС","ПОМОРИЕ","ГР.КАБЛЕШКОВО","2862","2903"
"БУРГАС","ПОМОРИЕ","С.КОЗИЧИНО","111","150"
"БУРГАС","ПОМОРИЕ","С.КОСОВЕЦ","255","214"
"БУРГАС","ПОМОРИЕ","С.ЛЪКА","153","324"
"БУРГАС","ПОМОРИЕ","С.МЕДОВО","348","394"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","14288","14006"
"БУРГАС","ПОМОРИЕ","С.ПОРОЙ","883","846"
"БУРГАС","ПОМОРИЕ","С.СТРАЦИН","1480","1394"
"БУРГАС","РУЕН","С.БИЛКА","880","514"
"БУРГАС","РУЕН","С.ВИШНА","353","233"
"БУРГАС","РУЕН","С.ВРЕСОВО","1257","1030"
"БУРГАС","РУЕН","С.ПОДГОРЕЦ","467","354"
"БУРГАС","РУЕН","С.ДОБРА ПОЛЯНА","909","750"
"БУРГАС","РУЕН","С.ДОБРОМИР","1273","1040"
"БУРГАС","РУЕН","С.ДРОПЛА","445","286"
"БУРГАС","РУЕН","С.ДЪСКОТНА","876","756"
"БУРГАС","РУЕН","С.ДЮЛЯ","0","1"
"БУРГАС","РУЕН","С.ЗАИМЧЕВО","517","388"
"БУРГАС","РУЕН","С.ЗАЙЧАР","1378","1129"
"БУРГАС","РУЕН","С.ЗВЕЗДА","1","0"
"БУРГАС","РУЕН","С.КАМЕНЯК","212","169"
"БУРГАС","РУЕН","С.КАРАВЕЛЬОВО","525","463"
"БУРГАС","РУЕН","С.ЛИСТЕЦ","604","437"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","2695","1775"
"БУРГАС","РУЕН","С.ПРИПЕК","509","420"
"БУРГАС","РУЕН","С.МРЕЖИЧКО","616","547"
"БУРГАС","РУЕН","С.ПРЕОБРАЖЕНЦИ","636","466"
"БУРГАС","РУЕН","С.ПЛАНИНИЦА","1760","1394"
"БУРГАС","РУЕН","С.ПРОСЕНИК","1438","1327"
"БУРГАС","РУЕН","С.РАЗБОЙНА","1199","856"
"БУРГАС","РУЕН","С.РЕЧИЦА","937","715"
"БУРГАС","РУЕН","С.РОЖДЕН","480","449"
"БУРГАС","РУЕН","С.РУДИНА","280","224"
"БУРГАС","РУЕН","С.РУЕН","3170","2907"
"БУРГАС","РУЕН","С.РУПЧА","758","456"
"БУРГАС","РУЕН","С.РЪЖИЦА","1574","1288"
"БУРГАС","РУЕН","С.СКАЛАК","749","522"
"БУРГАС","РУЕН","С.СНЕЖА","453","321"
"БУРГАС","РУЕН","С.СНЯГОВО","1257","1035"
"БУРГАС","РУЕН","С.СОКОЛЕЦ","676","518"
"БУРГАС","РУЕН","С.СРЕДНА МАХАЛА","399","335"
"БУРГАС","РУЕН","С.СТРУЯ","760","657"
"БУРГАС","РУЕН","С.ТОПЧИЙСКО","1049","870"
"БУРГАС","РУЕН","С.ТРЪНАК","1971","1301"
"БУРГАС","РУЕН","С.СИНИ РИД","484","336"
"БУРГАС","РУЕН","С.ЧЕРЕША","821","665"
"БУРГАС","РУЕН","С.ШИВАРОВО","498","296"
"БУРГАС","РУЕН","С.ЯБЪЛЧЕВО","1535","1251"
"БУРГАС","РУЕН","С.ЯСЕНОВО","580","387"
"БУРГАС","СОЗОПОЛ","С.ВЪРШИЛО","28","184"
"БУРГАС","СОЗОПОЛ","С.ГАБЪР","292","364"
"БУРГАС","СОЗОПОЛ","С.ЗИДАРОВО","1118","1182"
"БУРГАС","СОЗОПОЛ","С.ИНДЖЕ ВОЙВОДА","107","278"
"БУРГАС","СОЗОПОЛ","С.КРУШЕВЕЦ","743","920"
"БУРГАС","СОЗОПОЛ","С.ПРИСАД","66","208"
"БУРГАС","СОЗОПОЛ","С.РАВАДИНОВО","691","863"
"БУРГАС","СОЗОПОЛ","С.РАВНА ГОРА","1051","813"
"БУРГАС","СОЗОПОЛ","С.АТИЯ","823","920"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","1402","1535"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","4604","4640"
"БУРГАС","СОЗОПОЛ","ГР.ЧЕРНОМОРЕЦ","2092","2347"
"БУРГАС","СУНГУРЛАРЕ","С.БЕРОНОВО","60","135"
"БУРГАС","СУНГУРЛАРЕ","С.БОСИЛКОВО","59","55"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕДРОВО","41","78"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕЗЕНКОВО","359","354"
"БУРГАС","СУНГУРЛАРЕ","С.ВЪЛЧИН","422","453"
"БУРГАС","СУНГУРЛАРЕ","С.ГОРОВО","14","17"
"БУРГАС","СУНГУРЛАРЕ","С.ГРОЗДЕН","866","815"
"БУРГАС","СУНГУРЛАРЕ","С.ЕСЕН","29","69"
"БУРГАС","СУНГУРЛАРЕ","С.ЗАВЕТ","75","119"
"БУРГАС","СУНГУРЛАРЕ","С.КАМЧИЯ","238","80"
"БУРГАС","СУНГУРЛАРЕ","С.КЛИМАШ","379","325"
"БУРГАС","СУНГУРЛАРЕ","С.КОСТЕН","429","298"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗАРЕВО","654","738"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗИЦА","8","8"
"БУРГАС","СУНГУРЛАРЕ","С.МАНОЛИЧ","1309","972"
"БУРГАС","СУНГУРЛАРЕ","С.ПОДВИС","276","352"
"БУРГАС","СУНГУРЛАРЕ","С.ПРИЛЕП","548","504"
"БУРГАС","СУНГУРЛАРЕ","С.ПЧЕЛИН","80","55"
"БУРГАС","СУНГУРЛАРЕ","С.САДОВО","170","153"
"БУРГАС","СУНГУРЛАРЕ","С.СКАЛА","6","22"
"БУРГАС","СУНГУРЛАРЕ","С.СЛАВЯНЦИ","825","805"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","3562","3237"
"БУРГАС","СУНГУРЛАРЕ","С.СЪЕДИНЕНИЕ","1283","945"
"БУРГАС","СУНГУРЛАРЕ","С.ТЕРЗИЙСКО","47","62"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕЛИСЛАВ","85","125"
"БУРГАС","СУНГУРЛАРЕ","С.ЧЕРНИЦА","285","289"
"БУРГАС","СУНГУРЛАРЕ","С.ЧУБРА","663","619"
"БУРГАС","СУНГУРЛАРЕ","С.ДЪБОВИЦА","13","70"
"БУРГАС","ПРИМОРСКО","С.ВЕСЕЛИЕ","422","667"
"БУРГАС","ПРИМОРСКО","ГР.КИТЕН","923","1106"
"БУРГАС","ПРИМОРСКО","С.НОВО ПАНИЧАРЕВО","863","990"
"БУРГАС","ПРИМОРСКО","С.ПИСМЕНОВО","114","215"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","3330","3333"
"БУРГАС","ПРИМОРСКО","С.ЯСНА ПОЛЯНА","504","671"
"ВАРНА","АВРЕН","С.АВРЕН","575","711"
"ВАРНА","АВРЕН","С.БЕНКОВСКИ","541","648"
"ВАРНА","АВРЕН","С.БЛИЗНАЦИ","628","927"
"ВАРНА","АВРЕН","С.БОЛЯРЦИ","117","199"
"ВАРНА","АВРЕН","С.ДОБРИ ДОЛ","12","67"
"ВАРНА","АВРЕН","С.ДЪБРАВИНО","1403","1408"
"ВАРНА","АВРЕН","С.ЗДРАВЕЦ","258","514"
"ВАРНА","АВРЕН","С.КАЗАШКА РЕКА","252","263"
"ВАРНА","АВРЕН","С.КИТКА","198","319"
"ВАРНА","АВРЕН","С.КРУША","30","92"
"ВАРНА","АВРЕН","С.ПРИСЕЛЦИ","904","1209"
"ВАРНА","АВРЕН","С.РАВНА ГОРА","128","266"
"ВАРНА","АВРЕН","С.САДОВО","279","342"
"ВАРНА","АВРЕН","С.СИНДЕЛ","1200","1179"
"ВАРНА","АВРЕН","С.ЦАРЕВЦИ","572","682"
"ВАРНА","АВРЕН","С.ТРЪСТИКОВО","534","623"
"ВАРНА","АВРЕН","С.ЮНАК","87","111"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","8054","7928"
"ВАРНА","АКСАКОВО","С.БОТЕВО","103","256"
"ВАРНА","АКСАКОВО","С.ВОДИЦА","110","195"
"ВАРНА","АКСАКОВО","С.ВЪГЛЕН","1160","1165"
"ВАРНА","АКСАКОВО","С.ГЕНЕРАЛ КАНТАРДЖИЕВО","310","429"
"ВАРНА","АКСАКОВО","С.ДОБРОГЛЕД","201","368"
"ВАРНА","АКСАКОВО","С.ДОЛИЩЕ","239","392"
"ВАРНА","АКСАКОВО","С.ЗАСМЯНО","109","140"
"ВАРНА","АКСАКОВО","С.ЗОРНИЦА","99","243"
"ВАРНА","АКСАКОВО","ГР.ИГНАТИЕВО","4372","4331"
"ВАРНА","АКСАКОВО","С.ИЗВОРСКО","1028","1100"
"ВАРНА","АКСАКОВО","С.КИЧЕВО","871","1180"
"ВАРНА","АКСАКОВО","С.КЛИМЕНТОВО","132","405"
"ВАРНА","АКСАКОВО","С.КРУМОВО","87","243"
"ВАРНА","АКСАКОВО","С.КУМАНОВО","305","398"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","1645","1733"
"ВАРНА","АКСАКОВО","С.НОВАКОВО","43","158"
"ВАРНА","АКСАКОВО","С.ОРЕШАК","169","397"
"ВАРНА","АКСАКОВО","С.ОСЕНОВО","370","700"
"ВАРНА","АКСАКОВО","С.ПРИПЕК","86","155"
"ВАРНА","АКСАКОВО","С.РАДЕВО","20","54"
"ВАРНА","АКСАКОВО","С.СЛЪНЧЕВО","772","1126"
"ВАРНА","АКСАКОВО","С.ЯРЕБИЧНА","186","195"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","7797","7564"
"ВАРНА","БЕЛОСЛАВ","С.ЕЗЕРОВО","1826","1751"
"ВАРНА","БЕЛОСЛАВ","С.РАЗДЕЛНА","423","475"
"ВАРНА","БЕЛОСЛАВ","С.СТРАШИМИРОВО","817","915"
"ВАРНА","БЯЛА","ГР.БЯЛА","1907","2053"
"ВАРНА","БЯЛА","С.ГОРИЦА","58","115"
"ВАРНА","БЯЛА","С.ГОСПОДИНОВО","237","251"
"ВАРНА","БЯЛА","С.ДЮЛИНО","274","329"
"ВАРНА","БЯЛА","С.ПОПОВИЧ","567","646"
"ВАРНА","БЯЛА","С.САМОТИНО","2","2"
"ВАРНА","ВАРНА","ГР.ВАРНА","362032","342325"
"ВАРНА","ВАРНА","С.ЗВЕЗДИЦА","1096","1193"
"ВАРНА","ВАРНА","С.КАЗАШКО","365","398"
"ВАРНА","ВАРНА","С.КАМЕНАР","3041","3139"
"ВАРНА","ВАРНА","С.КОНСТАНТИНОВО","1242","1409"
"ВАРНА","ВАРНА","С.ТОПОЛИ","3019","3089"
"ВАРНА","ВЕТРИНО","С.БЕЛОГРАДЕЦ","1697","1176"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","892","995"
"ВАРНА","ВЕТРИНО","С.ГАБЪРНИЦА","106","81"
"ВАРНА","ВЕТРИНО","С.ДОБРОПЛОДНО","814","802"
"ВАРНА","ВЕТРИНО","С.МЛАДА ГВАРДИЯ","234","298"
"ВАРНА","ВЕТРИНО","С.МОМЧИЛОВО","132","164"
"ВАРНА","ВЕТРИНО","С.НЕВША","393","504"
"ВАРНА","ВЕТРИНО","С.НЕОФИТ РИЛСКИ","710","1241"
"ВАРНА","ВЕТРИНО","С.СРЕДНО СЕЛО","34","51"
"ВАРНА","ВЕТРИНО","С.ЯГНИЛО","179","230"
"ВАРНА","ВЪЛЧИ ДОЛ","С.БОЯНА","248","204"
"ВАРНА","ВЪЛЧИ ДОЛ","С.БРЕСТАК","716","848"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ВОЙВОДИНО","189","201"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИ ДОЛ","3107","3021"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ГЕНЕРАЛ КИСЕЛОВО","450","393"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ГЕНЕРАЛ КОЛЕВО","247","234"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ДОБРОТИЧ","368","404"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЕСЕНИЦА","346","360"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЗВЪНЕЦ","114","56"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ИЗВОРНИК","182","177"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ИСКЪР","51","124"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КАЛОЯН","196","192"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КАРАМАНИТЕ","287","313"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КРАКРА","4","14"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МЕТЛИЧИНА","66","116"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","779","779"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ОБОРИЩЕ","312","266"
"ВАРНА","ВЪЛЧИ ДОЛ","С.РАДАН ВОЙВОДА","482","440"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","768","769"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТРАХИЛ","39","39"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","316","351"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЩИПСКО","91","194"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.БУЛАИР","179","155"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.БЪРДАРЕВО","38","50"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ВЕНЕЛИН","975","971"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОЛИЦА","476","440"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОРЕН ЧИФЛИК","1467","1423"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГРОЗДЬОВО","2554","2465"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ДЕТЕЛИНА","796","783"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","7486","6966"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.КРИВИНИ","56","85"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.НОВА ШИПКА","186","201"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.НОВО ОРЯХОВО","150","189"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ПЧЕЛНИК","1634","1603"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.РУДНИК","321","326"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СОЛНИК","176","193"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СТАРО ОРЯХОВО","2814","2791"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ШКОРПИЛОВЦИ","723","784"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ЮНЕЦ","34","71"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","8854","8960"
"ВАРНА","ДЕВНЯ","С.КИПРА","410","486"
"ВАРНА","ДЕВНЯ","С.ПАДИНА","203","327"
"ВАРНА","ДЪЛГОПОЛ","С.АРКОВНА","38","76"
"ВАРНА","ДЪЛГОПОЛ","С.АСПАРУХОВО","463","513"
"ВАРНА","ДЪЛГОПОЛ","С.БОРЯНА","171","201"
"ВАРНА","ДЪЛГОПОЛ","С.ВЕЛИЧКОВО","618","608"
"ВАРНА","ДЪЛГОПОЛ","С.ДЕБЕЛЕЦ","2","19"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","4838","4575"
"ВАРНА","ДЪЛГОПОЛ","С.КАМЕН ДЯЛ","247","245"
"ВАРНА","ДЪЛГОПОЛ","С.КОМУНАРИ","73","114"
"ВАРНА","ДЪЛГОПОЛ","С.КРАСИМИР","49","73"
